1971.599976 nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan nan
nan 1792.752776 1786.176109 1783.636751 1781.897077 1780.583011 1779.746407 1779.439118 1779.712996 1780.619896 1782.211669 1784.540169 1787.657250 1791.614763 1796.464562 1802.258500 1809.048430 1816.886206 1825.823679 1835.912704 1847.205132 1859.765500 1873.535712 1888.009628 1901.429986 1912.985988 1923.943757 1935.120974 1946.275705 1957.399186 1968.493286 1979.559877 1990.600829 2001.618012 2012.613298 2023.588556 2034.545657 2045.486472 2056.412872 2067.326727 2078.229907 2089.124283 2100.011727 2110.894108 2121.773296 2132.651164 2143.529580 2154.453524 2166.053234 2176.959373 2187.356275 2196.641977 2205.787650 2216.445447 2228.552895 2242.007334 2256.704129 2272.538645 2289.406249 2307.202307 2325.822184 2345.161246 2365.114858 2385.578388 2406.447200 2427.616660 2448.982134 2470.438988 2491.882588 2513.208299 2534.311488 2555.087520 2575.431760 2595.231133 2614.016512 2630.489774 2643.277880 2657.306816 2673.018457 2689.166539 2705.752486 2722.778454 2740.246593 2758.159059 2776.518003 2795.325578 2814.583937 2834.295234 2854.461622 2875.085253 2896.168280 2917.712856 2939.721135 2962.195268 2985.137410 3009.335456 3054.061108 nan nan nan
nan 1604.413920 1588.887073 1579.326647 1574.726961 1574.078038 1575.378058 1577.586987 1580.756677 1584.938982 1590.185754 1596.548847 1604.080113 1612.831405 1622.854578 1634.201483 1646.922444 1660.957560 1676.173820 1692.437814 1709.616122 1726.620710 1742.461813 1757.135942 1770.161540 1780.901478 1791.023257 1801.452707 1812.137650 1822.866401 1833.571240 1844.254038 1854.916665 1865.560992 1876.188889 1886.802227 1897.402877 1907.992709 1918.573594 1929.147402 1939.716004 1950.281271 1960.845073 1971.409281 1981.993664 1993.073077 2004.989447 2017.645103 2028.121572 2037.080771 2046.918531 2056.440842 2064.025940 2069.957212 2077.402302 2086.447829 2097.003649 2108.992980 2122.311336 2136.854085 2152.516590 2169.194219 2186.782338 2205.176311 2224.271505 2243.963285 2264.147018 2284.718069 2305.571804 2326.603589 2347.708789 2368.782771 2389.647694 2409.828629 2429.065870 2446.198657 2459.340723 2468.485559 2475.688815 2483.988059 2494.064001 2505.348552 2517.082563 2529.268186 2541.907576 2555.002884 2568.556265 2582.569870 2597.045852 2611.986366 2627.393563 2643.269597 2659.616620 2676.436786 2699.394308 2746.061603 2823.892324 nan nan nan
nan 1412.805988 1392.050731 1378.691723 1371.723286 1370.139740 1372.935405 1379.104602 1387.572666 1397.493755 1408.858905 1421.710062 1435.979733 1451.535259 1468.243231 1485.970237 1504.582866 1523.947707 1543.784157 1562.818939 1580.783743 1597.675082 1613.489468 1627.889141 1640.208558 1650.235876 1659.624945 1669.319163 1679.276929 1689.456640 1699.756024 1710.041870 1720.313014 1730.571327 1740.818678 1751.056938 1761.287978 1771.513669 1781.735881 1791.956485 1802.177351 1812.405429 1822.966743 1834.181817 1846.227447 1859.280427 1872.142004 1882.236730 1890.101678 1898.521347 1907.794193 1916.736823 1924.991845 1931.022540 1934.648872 1939.033103 1945.238873 1953.152633 1962.661008 1973.675000 1986.104687 1999.845436 2014.792613 2030.841583 2047.887711 2065.826365 2084.552909 2103.962710 2123.951133 2144.413544 2165.245309 2186.175806 2206.845532 2227.028574 2246.499046 2264.074030 2277.777788 2287.807454 2294.081698 2296.759318 2298.270657 2299.626886 2301.509432 2304.581909 2308.511436 2312.904169 2317.762261 2323.087866 2328.883136 2335.150223 2341.891282 2349.108465 2357.184069 2376.814951 2417.972352 2487.519346 2592.319007 nan nan nan
nan 1222.168718 1199.906818 1186.470998 1180.855579 1182.054881 1189.063224 1200.874929 1216.353131 1233.474732 1251.720078 1270.955759 1291.048363 1311.864479 1333.270697 1355.133605 1376.864640 1397.635641 1417.430172 1436.244746 1454.075876 1470.920074 1486.551647 1500.356273 1512.072606 1521.490749 1530.250388 1539.312655 1548.635947 1558.178662 1567.899198 1577.748553 1587.615056 1597.474195 1607.327842 1617.177866 1627.026139 1636.874530 1646.725420 1656.770831 1667.286807 1678.450142 1690.437633 1703.426073 1717.450761 1729.816583 1739.538999 1746.814740 1753.851743 1761.777369 1770.479529 1778.803008 1786.653661 1793.504624 1798.120612 1800.352818 1801.847845 1805.346466 1810.774178 1818.017434 1826.962684 1837.497291 1849.528078 1862.956597 1877.678214 1893.588294 1910.582202 1928.555305 1947.402969 1967.004497 1987.060039 2007.311792 2027.533871 2047.500388 2066.985460 2084.785240 2098.826557 2109.341008 2116.512658 2120.156161 2120.022725 2116.724551 2111.334695 2104.534585 2097.005648 2089.429311 2082.463417 2076.110712 2070.234961 2064.838314 2059.922926 2057.674606 2067.117887 2095.313855 2149.125584 2235.416147 2361.048618 nan nan nan
nan 1036.741845 1016.695072 1006.904209 1006.363576 1014.067495 1029.010285 1049.370511 1070.988753 1093.301807 1116.176264 1139.478711 1163.075739 1186.796179 1209.888897 1232.102141 1253.432425 1273.876260 1293.430160 1312.090635 1329.854200 1346.579398 1361.731217 1375.038708 1386.255250 1395.167663 1403.401152 1411.934747 1420.726846 1429.735845 1438.920144 1448.238140 1457.648229 1467.094775 1476.541559 1485.990190 1495.521943 1505.341018 1515.624256 1526.548454 1538.290405 1551.026905 1564.934749 1579.153390 1590.958696 1600.318236 1607.367984 1613.301245 1619.919318 1627.345108 1635.470809 1643.169387 1650.351797 1657.113639 1662.503718 1665.844692 1667.015977 1666.375763 1667.299843 1670.374117 1675.485034 1682.519048 1691.362609 1701.902169 1714.025406 1727.631464 1742.617290 1758.878249 1776.271169 1794.544964 1813.471980 1832.826331 1852.382131 1871.913493 1891.194533 1909.001687 1923.163689 1933.903873 1941.524533 1946.079024 1947.331639 1945.030663 1938.854138 1928.696590 1915.192217 1899.022445 1880.868702 1861.412414 1841.335010 1821.331115 1804.019477 1795.823619 1803.606615 1834.231540 1894.561466 1991.459468 2131.788620 nan nan nan
nan 860.765108 846.655230 844.231092 852.487015 870.417319 894.624183 919.411832 944.465361 969.651360 994.836417 1019.740774 1043.888253 1067.249767 1089.821828 1111.600950 1132.583645 1152.766424 1172.145800 1190.718286 1208.402734 1224.763731 1239.524365 1252.438014 1263.258058 1271.768186 1279.578805 1287.687008 1296.051192 1304.629756 1313.381098 1322.263614 1331.235702 1340.256681 1349.381052 1358.786390 1368.649492 1379.147151 1390.456163 1402.753324 1416.215426 1430.965645 1444.603974 1455.858199 1464.864295 1471.758240 1477.039729 1482.607323 1488.800671 1495.720832 1503.264302 1510.332229 1516.840646 1522.903134 1528.472993 1532.513662 1534.719319 1534.969377 1533.146093 1531.628241 1532.481683 1535.592871 1540.848257 1548.134291 1557.337426 1568.344113 1581.040803 1595.289866 1610.875152 1627.570667 1645.150526 1663.388843 1682.059732 1700.937308 1719.795684 1737.392774 1751.458585 1762.207582 1769.950021 1774.952058 1777.129243 1776.230821 1772.005079 1764.163816 1751.216970 1732.986726 1710.154512 1683.401755 1653.409882 1620.860321 1588.452647 1568.371133 1568.357714 1595.275465 1655.987460 1757.356772 1906.246475 nan nan nan
nan 698.478242 694.027029 702.691385 723.465633 750.124257 776.754080 803.220851 829.388536 854.985769 879.894034 904.109843 927.629708 950.450142 972.567657 993.978765 1014.679978 1034.667810 1053.938772 1072.451994 1089.884154 1105.959915 1120.432657 1133.055757 1143.582594 1151.793883 1159.284912 1167.071003 1175.110553 1183.361962 1191.783625 1200.333941 1208.971309 1217.777348 1227.032913 1236.916634 1247.605308 1259.275729 1272.104691 1286.268990 1301.193330 1314.092371 1324.804948 1333.467034 1340.214608 1345.237069 1350.011260 1355.229242 1360.992073 1367.400811 1374.356278 1380.787804 1386.616478 1391.955881 1396.919591 1401.228039 1404.058993 1405.269027 1404.737555 1402.343992 1398.860894 1397.626114 1398.870181 1402.479546 1408.340663 1416.339981 1426.363952 1438.295171 1451.852421 1466.751025 1482.765095 1499.668748 1517.236095 1535.241253 1553.458334 1570.627902 1584.380647 1594.921583 1602.560964 1607.608920 1610.246274 1610.286005 1607.476399 1601.565741 1592.302320 1578.400231 1557.422508 1529.906244 1496.532866 1457.983801 1414.940476 1377.024610 1363.078647 1380.153095 1435.111028 1534.815520 1686.129645 nan nan nan
nan 554.120986 563.050205 586.277510 613.880847 641.025609 667.591953 693.562489 718.937566 743.713695 767.887390 791.455161 814.413522 836.758984 858.488061 879.597264 900.083106 919.942099 939.157518 957.522826 974.775699 990.669517 1004.957658 1017.393502 1027.730426 1035.746322 1043.021040 1050.588299 1058.406495 1066.434027 1074.629293 1082.950690 1091.444919 1100.527304 1110.408239 1121.264520 1133.272942 1146.610301 1161.445261 1175.739250 1187.908438 1198.088798 1206.416309 1213.026945 1218.056682 1222.301005 1226.800696 1231.663273 1236.989793 1242.881314 1249.243007 1255.032381 1260.175562 1264.786130 1268.977664 1272.856134 1275.903314 1277.664249 1278.018355 1276.845047 1274.023740 1269.527039 1266.336644 1265.846198 1267.942152 1272.510958 1279.439067 1288.612932 1299.872399 1312.755459 1326.985110 1342.335466 1358.580640 1375.494748 1392.851904 1409.376472 1422.599277 1432.715277 1440.034725 1444.867875 1447.516389 1448.029871 1446.172000 1441.691061 1434.335341 1423.853127 1409.750771 1388.003963 1357.782042 1319.766435 1274.638570 1223.491513 1189.476876 1190.571891 1233.639633 1325.543175 1473.303536 nan nan nan
nan 431.933075 456.684087 483.904062 510.452396 536.502262 562.050176 587.092651 611.626200 635.647334 659.152566 682.138408 704.601374 726.537974 747.944721 768.818128 789.154707 808.949646 828.110086 846.402055 863.578935 879.394102 893.600936 905.952816 916.203121 924.127068 931.288756 938.740462 946.440584 954.347520 962.419668 970.649559 979.535356 989.390098 1000.390581 1012.713598 1026.535945 1041.517332 1054.893262 1066.342029 1075.999607 1084.001975 1090.485106 1095.584979 1099.646432 1103.684908 1107.904306 1112.405684 1117.290099 1122.658611 1128.420757 1133.562229 1138.014168 1141.890151 1145.303757 1148.368567 1151.120592 1153.023355 1153.853966 1153.491839 1151.816390 1148.707034 1144.043186 1139.142509 1137.050158 1137.765309 1141.174413 1147.163922 1155.620288 1166.253389 1178.479989 1192.058417 1206.762788 1222.367215 1238.645813 1254.307887 1266.783877 1276.258065 1283.040706 1287.442052 1289.772359 1290.296077 1288.925539 1285.409917 1279.497498 1270.936567 1259.475412 1244.862319 1224.235488 1193.286302 1152.606859 1102.878586 1049.259862 1028.239316 1053.280737 1131.247200 1269.918600 nan nan nan
